"X.1","tree.id","tree.ref","ref.is.self","ref.is.ref","ref.is.tree","ref.missing","plot.id","foc","cmp","species","dbh","ba20","ref","brg.to.ref","backbrg","dist.to.ref","notes","tree.or.logger","former.id","X","brg.to.ref.true","x","y","dummy.coords","elev","voronoi.area","radius","radius.external"
513,"PM45","PM45",FALSE,TRUE,FALSE,FALSE,"TEDDY","X",NA,"PSME",40.2,14,"PM45",0,FALSE,0,"","tree","","",13.5,30049.90811,-33437.44722,0,1203.94998244022,12.03196448,142.977659904261,164.75982
514,"2595","2596",FALSE,FALSE,TRUE,FALSE,"TEDDY","X",NA,"ABCO",50.9,8,"2596",348,FALSE,9.8,"","tree","","",1.5,30042.21579,-33454.84922,0,1205.30743475739,36.17922174,NA,200.30094
515,"PM46","PM46",FALSE,TRUE,FALSE,FALSE,"TEDDY","X",NA,"PSME",46,NA,"PM46",0,FALSE,0,"","tree","","",13.5,30051.25476,-33454.49431,0,1206.24522583992,35.08732221,171.337318747749,184.0251
516,"2597","PM47",FALSE,TRUE,FALSE,FALSE,"TEDDY","X",NA,"ABCO",59.5,12,"PM47",255,FALSE,5.6,"","tree","","",268.5,30053.93703,-33463.59176,0,1207.75089251493,28.5414338,241.857561656186,228.8667
517,"2598","PM46",FALSE,TRUE,FALSE,FALSE,"TEDDY","X",NA,"PIPO",48.5,10,"PM46",258,FALSE,22.3,"","tree","","",271.5,30073.54712,-33455.07805,0,1208.87960804004,5.044049146,NA,192.3291
518,"2599","PM44",FALSE,TRUE,FALSE,FALSE,"TEDDY","X",NA,"PIPO",81.2,10,"PM44",157,FALSE,14.5,"","tree","","",170.5,30039.2357,-33421.99195,0,1200.98799677175,7.387441607,NA,300.94542
519,"2603","2602",FALSE,FALSE,TRUE,FALSE,"TEDDY","X",NA,"PIPO",45,11,"2602",68,FALSE,15.6,"","tree","","",81.5,30016.93767,-33457.07833,0,1203.01442822809,52.92340983,194.525515794351,180.7035
520,"2606","2605",FALSE,FALSE,TRUE,FALSE,"TEDDY","X",NA,"PSME",60,9,"2605",116,FALSE,7.4,"","tree","","",129.5,30002.55721,-33449.85522,0,1200.63354064508,22.32180188,271.428771254862,230.5275
521,"2609","2608",FALSE,FALSE,TRUE,FALSE,"TEDDY","X",NA,"ABCO",56.7,11,"2608",350,TRUE,3.9,"","tree","","",183.5,30042.14491,-33411.49559,0,1200.16433666723,51.80404709,NA,219.56622
522,"PM99","PM99",FALSE,TRUE,FALSE,FALSE,"SA03","X",NA,"PSME",NA,NA,"PM99",0,FALSE,0,"","tree","","",13.5,28052.82248,-48901.39869,0,1458.12352929941,31.6547068,124.359477619616,NA
523,"PM97","PM97",FALSE,TRUE,FALSE,FALSE,"SA03","X",NA,"PSME",NA,NA,"PM97",0,FALSE,0,"","tree","","",13.5,28043.80495,-48894.96241,0,1454.78369910169,54.9300555,NA,NA
524,"PM94","PM94",FALSE,TRUE,FALSE,FALSE,"SA03","X",NA,"PSME",NA,NA,"PM94",0,FALSE,0,"","tree","","",13.5,28031.1376,-48899.4871,0,1454.94826969806,15.77256731,NA,NA
525,"PM89","PM89",FALSE,TRUE,FALSE,FALSE,"SA03","X",NA,"PSME",NA,NA,"PM89",0,FALSE,0,"","tree","","",13.5,27987.72605,-48925.33077,0,1458.01452206576,23.75606076,NA,NA
526,"PM262","PM262",FALSE,TRUE,FALSE,FALSE,"SA03","X",NA,"PSME",NA,NA,"PM262",0,FALSE,0,"","tree","","",13.5,28123.96026,-48880.18603,0,1455.07885896563,72.35465698,NA,NA
527,"PM265","PM265",FALSE,TRUE,FALSE,FALSE,"SA03","X",NA,"PSME",NA,NA,"PM265",0,FALSE,0,"","tree","","",13.5,28142.87409,-48868.49331,0,1450.91691077832,60.58206024,223.322638393729,NA
528,"4036","4036",FALSE,TRUE,FALSE,FALSE,"ULC1","X",NA,"PSME",29.5,8,"4036",0,FALSE,0,"","tree","","",13.5,-83917.34489,105127.8362,0,425.74189998381,3.3367771,108.224060961014,129.2187
529,"4037","4036",FALSE,TRUE,FALSE,FALSE,"ULC1","X",NA,"PSME",37.8,9,"4036",339,FALSE,3.4,"","tree","","",352.5,-83916.9011,105124.4653,0,427.167955731832,7.06233159,146.045020518515,156.78798
530,"4049","4048",FALSE,FALSE,TRUE,FALSE,"ULC1","X",NA,"PSME",36.8,4,"4048",17,FALSE,6.3,"","tree","","",30.5,-83925.19915,105110.9098,0,434.811070172792,48.90029186,NA,153.46638
531,"1444","1444",FALSE,TRUE,FALSE,FALSE,"ZA04A","X",NA,"PSME",51,11,"1444",0,FALSE,0,"","tree","","",13.5,-48876.42292,130180.7515,0,1712.60595601868,8.612347078,NA,200.6331
532,"1455","1454",FALSE,FALSE,TRUE,FALSE,"ZA04A","X",NA,"PILA",80,10,"1454",62,FALSE,27.8,"","tree","","",75.5,-48882.80945,130177.0946,0,1714.68317540672,NA,NA,296.9595
533,"1456","1456",FALSE,TRUE,FALSE,FALSE,"ZA04A","X",NA,"PSME",128.2,NA,"1456",0,FALSE,0,"","tree","","",13.5,-48925.87867,130112.7734,0,1762.2141441858,118.5985669,NA,457.06062
534,"1459","1458",FALSE,FALSE,TRUE,FALSE,"ZA04A","X",NA,"PILA",73.1,12,"1458",323,TRUE,8.8,"","tree","","",156.5,-48963.06307,130146.2158,0,1740.28825759515,46.42820431,NA,274.04046
536,"1462","1461",FALSE,FALSE,TRUE,FALSE,"ZA07","X",NA,"PSME",33.8,5,"1461",107,FALSE,11.9,"","tree","","",120.5,-46998.96744,129442.27,0,1930.94629513241,26.37998366,NA,143.50158
537,"1466","1465",FALSE,FALSE,TRUE,FALSE,"ZA07","X",NA,"PSME",36,6,"1465",319,FALSE,2.1,"","tree","","",332.5,-46976.09448,129438.5549,0,1937.58065114962,32.94271124,NA,150.8091
538,"1468","1467",FALSE,FALSE,TRUE,FALSE,"ZA07","X",NA,"PIPO",39.8,4,"1467",342,TRUE,6.9,"","tree","","",175.5,-46975.43511,129448.9024,0,1938.67348606672,56.72036531,161.675223471998,163.43118
539,"1469","1464",FALSE,FALSE,TRUE,FALSE,"ZA07","X",NA,"PSME",41.4,5,"1464",125,FALSE,17.4,"","tree","","",138.5,-47005.77514,129475.0494,0,1931.43193025013,79.44684705,167.473397192893,168.74574
540,"1470","1470",FALSE,TRUE,FALSE,FALSE,"WA01","X",NA,"PSME",63.4,12,"1470",0,FALSE,0,"","tree","","",13.5,-54416.93013,130071.2745,0,1462.61022123708,44.75859141,248.305207637563,241.82094
541,"1473","1471",FALSE,FALSE,TRUE,FALSE,"WA01","X",NA,"ABCO",72.3,15,"1471",57,FALSE,7.6,"","tree","","",70.5,-54428.92685,130066.3281,0,1464.39002473524,4.35586799,NA,271.38318
542,"1478","1477",FALSE,FALSE,TRUE,FALSE,"WA01","X",NA,"PILA",45.7,11,"1477",250,TRUE,8.4,"","tree","","",83.5,-54433.65338,130024.235,0,1471.16681308938,9.033681991,199.384808989261,183.02862
544,"4217","4217",FALSE,TRUE,FALSE,FALSE,"ULC1B","X",NA,"PSME",37.5,4,"4217",0,FALSE,0,"","tree","","",13.5,-83851.93215,105082.2988,0,429.91792897984,101.0988139,157.992482705962,155.7915
545,"4222","4221",FALSE,FALSE,TRUE,FALSE,"ULC1B","X",NA,"PSME",27,6,"4221",125,FALSE,3.6,"","tree","","",138.5,-83863.0921,105098.6178,0,423.772142227004,14.94900159,122.87436772637,120.9147
546,"1485","1485",FALSE,TRUE,FALSE,FALSE,"SS24","X",NA,"PSME",87.9,8,"1485",0,FALSE,0,"","tree","","",13.5,-64014.55294,117769.6988,0,1245.55386641422,57.83800837,NA,323.20014
548,"1101","1491",FALSE,FALSE,TRUE,FALSE,"SS24","X",NA,"PIPO",66.2,9,"1491",121,FALSE,9.2,"","tree","","",134.5,-64049.67086,117780.7547,0,1245.77242938719,13.35765305,NA,251.12142
549,"1056","1056",FALSE,TRUE,FALSE,FALSE,"SS82","X",NA,"PSME",72,22,"1056",0,FALSE,0,"","tree","","",13.5,-103100.7308,188697.8359,0,1164.26539651021,26.04557254,270.018487225442,270.3867
550,"1058","1057",FALSE,FALSE,TRUE,FALSE,"SS82","X",NA,"PIPO",65.9,9,"1057",129,FALSE,2.6,"","tree","","",142.5,-103102.5883,188706.1926,0,1166.38661698314,NA,302.405759248926,250.12494
551,"1059","1059",FALSE,TRUE,FALSE,FALSE,"SS82","X",NA,"ABCO",NA,NA,"1059",0,FALSE,0,"core only; tree is on ridgeline nearest road","tree","","",13.5,-103129.7874,188667.852,1,1162.9327954493,NA,241.629434321117,NA
552,"1060","1059",FALSE,TRUE,FALSE,FALSE,"SS82","X",NA,"ABCO",NA,NA,"1059",0,FALSE,0,"core only; tree is on ridgeline nearest road","tree","","",13.5,-103129.7874,188667.852,1,1162.9327954493,NA,NA,NA
553,"1061","1059",FALSE,TRUE,FALSE,FALSE,"SS82","X",NA,"ABCO",NA,NA,"1059",0,FALSE,0,"core only; tree is on ridgeline nearest road","tree","","",13.5,-103129.7874,188667.852,1,1162.9327954493,NA,280.452923993037,NA
554,"1295","1295",FALSE,TRUE,FALSE,FALSE,"TR15","X",NA,"PSME",55.6,19,"1295",0,FALSE,0,"","tree","","",13.5,-84886.97198,184385.213,0,1542.7650433286,9.636740358,234.405376371543,215.91246
555,"1001","1001",FALSE,TRUE,FALSE,FALSE,"TR15","X",NA,"ABCO",53.5,18,"1001",0,FALSE,0,"","tree","","",13.5,-84882.69651,184375.8823,0,1541.13430039438,33.85498075,204.295166330956,208.9371
556,"1201","1201",FALSE,TRUE,FALSE,FALSE,"TR15","X",NA,"PSME",42.3,19,"1201",0,FALSE,0,"","tree","","",13.5,-84930.13938,184397.12,0,1547.58471903807,76.47639225,192.690506854456,171.73518
557,"1202","1202",FALSE,TRUE,FALSE,FALSE,"TR15","X",NA,"ABCO",52.3,21,"1202",0,FALSE,0,"","tree","","",13.5,-84928.83691,184396.2208,0,1547.2560067085,28.3365126,NA,204.95118
558,"1002","1002",FALSE,TRUE,FALSE,FALSE,"TR15","X",NA,"PSME",48.6,20,"1002",0,FALSE,0,"","tree","","",13.5,-84949.79578,184393.4508,0,1549.24651739606,31.18951146,205.007490115559,192.66126
559,"1003","1003",FALSE,TRUE,FALSE,FALSE,"TR15","X",NA,"ABCO",69.4,16,"1003",0,FALSE,0,"","tree","","",13.5,-84955.12307,184393.1987,0,1549.84126663225,28.28004421,NA,261.75054
560,"1100","1100",FALSE,TRUE,FALSE,FALSE,"TR15","X",NA,"PSME",104,12,"1100",0,FALSE,0,"","tree","","",13.5,-84971.4508,184392.9871,0,1552.28902007982,75.53353531,NA,376.6779
561,"1004","1004",FALSE,TRUE,FALSE,FALSE,"TR15","X",NA,"ABCO",51.2,16,"1004",0,FALSE,0,"","tree","","",13.5,-85007.92594,184406.1102,0,1560.80024282025,69.24784185,192.506436154371,201.29742
562,"1205","1205",FALSE,TRUE,FALSE,FALSE,"TR15","X",NA,"PSME",48.8,14,"1205",0,FALSE,0,"","tree","","",13.5,-85018.20482,184396.4383,0,1559.94649456972,26.31861518,220.464815367306,193.32558
563,"1206","1206",FALSE,TRUE,FALSE,FALSE,"TR15","X",NA,"ABCO",69.1,15,"1206",0,FALSE,0,"","tree","","",13.5,-85027.78839,184392.5806,0,1560.2504664501,44.07764586,NA,260.75406
564,"1287","1287",FALSE,TRUE,FALSE,FALSE,"TULLB","X",NA,"PSME",136.3,4,"1287",0,FALSE,0,"","tree","","",13.5,-103777.8707,166254.3292,0,998.602547382909,132.8382119,NA,483.96558
565,"1215","1287",FALSE,TRUE,FALSE,FALSE,"TULLB","X",NA,"PILA",112,7,"1287",191,FALSE,2.9,"","tree","","",204.5,-103776.6681,166256.9681,0,998.363416725981,83.54020595,NA,403.2507
566,"1216","1287",FALSE,TRUE,FALSE,FALSE,"TULLB","X",NA,"PIPO",90.4,8,"1287",43,FALSE,11.5,"","tree","","",56.5,-103787.4604,166247.982,0,998.173311797768,NA,NA,331.50414
568,"1217","1204",FALSE,TRUE,FALSE,FALSE,"TULLB","X",NA,"PILA",152,9,"1204",126,FALSE,29.8,"","tree","","",139.5,-103797.4726,166369.4787,0,991.687679987609,NA,NA,536.1147
569,"1283","1283",FALSE,TRUE,FALSE,FALSE,"TULLB","X",NA,"PIPO",94.9,6,"1283",0,FALSE,0,"","tree","","",13.5,-103575.4723,166176.8445,0,988.468172417746,197.1099363,NA,346.45134
570,"1218","1218",FALSE,TRUE,FALSE,FALSE,"TULLB","X",NA,"PSME",63.5,6,"1218",0,FALSE,0,"","tree","","",13.5,-103597.1309,166191.5767,0,990.283941039003,50.78855492,NA,242.1531
571,"1285","1218",FALSE,TRUE,FALSE,FALSE,"TULLB","X",NA,"PSME",66.2,5,"1218",351,FALSE,18,"","tree","","",4.5,-103598.5431,166173.6322,0,991.589928097659,20.70437879,304.209446414622,251.12142
572,"1219","1219",FALSE,TRUE,FALSE,FALSE,"TULLB","X",NA,"PIPO",85.5,7,"1219",0,FALSE,0,"","tree","","",13.5,-103618.2205,166146.3052,0,997.982184297089,33.41325466,NA,315.2283
573,"1282","1219",FALSE,TRUE,FALSE,FALSE,"TULLB","X",NA,"PSME",76.5,5,"1219",90,FALSE,5.1,"","tree","","",103.5,-103623.1796,166147.4958,0,999.020190710906,NA,NA,285.3339
574,"1286","1219",FALSE,TRUE,FALSE,FALSE,"TULLB","X",NA,"PIPO",75,4,"1219",169,FALSE,5.7,"","tree","","",182.5,-103617.9719,166151.9998,0,997.358055975539,30.41479339,NA,280.3515
575,"1207","1207",FALSE,TRUE,FALSE,FALSE,"SSA76","X",NA,"PSME",52.7,6,"1207",0,FALSE,0,"","tree","","",13.5,-92465.0453,175096.5211,0,1223.86655143994,NA,197.905047122948,206.27982
577,"1209","1209",FALSE,TRUE,FALSE,FALSE,"SSA76","X",NA,"CADE",NA,8,"1209",0,FALSE,0,"","tree","","",13.5,-92457.90751,175079.516,0,1223.84051090589,NA,NA,NA
578,"1210","1210",FALSE,TRUE,FALSE,FALSE,"SSA76","X",NA,"PSME",43.2,6,"1210",0,FALSE,0,"","tree","","",13.5,-92448.54777,175121.324,0,1225.89309770875,118.0815277,171.102669896661,174.72462
579,"1212","1211",FALSE,FALSE,TRUE,FALSE,"SSA76","X",NA,"CADE",54.8,NA,"1211",40,FALSE,7.9,"","tree","","",53.5,-92463.51453,175111.5496,0,1224.45551745068,121.9278876,209.653942511031,213.25518
580,"1294","1294",FALSE,TRUE,FALSE,FALSE,"SSA76","X",NA,"PSME",36.2,9,"1294",0,FALSE,0,"","tree","","",13.5,-92424.77182,175124.1276,0,1228.52104056825,51.29916405,146.30573120347,151.47342
581,"1292","1213",FALSE,FALSE,TRUE,FALSE,"SSA76","X",NA,"CADE",62,9,"1213",120,FALSE,11,"","tree","","",133.5,-92430.09007,175133.8161,0,1227.99691339513,17.5554255,NA,237.1707
582,"1291","1291",FALSE,TRUE,FALSE,FALSE,"SSA76","X",NA,"PSME",67.3,10,"1291",0,FALSE,0,"","tree","","",13.5,-92408.30928,175127.7222,0,1231.65354325532,29.70530989,277.731560125705,254.77518
583,"1214","1291",FALSE,TRUE,FALSE,FALSE,"SSA76","X",NA,"CADE",64.5,9,"1291",82,FALSE,6.8,"","tree","","",95.5,-92415.07798,175128.3739,0,1230.47021646133,NA,NA,245.4747
584,"1290","1291",FALSE,TRUE,FALSE,FALSE,"SSA76","X",NA,"PIPO",69.1,13,"1291",155,FALSE,10.9,"","tree","","",168.5,-92410.48239,175138.4033,0,1231.87173397014,16.08099432,293.535885810452,260.75406
585,"1203","1203",FALSE,TRUE,FALSE,FALSE,"SSA76","X",NA,"PSME",57.7,12,"1203",0,FALSE,0,"","tree","","",13.5,-92406.51451,175139.8753,0,1232.70369801233,42.10000738,NA,222.88782
586,"1289","1203",FALSE,TRUE,FALSE,FALSE,"SSA76","X",NA,"PIPO",46.1,7,"1203",244,FALSE,6.4,"","tree","","",257.5,-92400.26622,175141.2605,0,1234.1213504264,95.25871435,189.810481801394,184.35726
587,"1288","1203",FALSE,TRUE,FALSE,FALSE,"SSA76","X",NA,"CADE",49.5,7,"1203",191,FALSE,8.6,"","tree","","",204.5,-92402.94815,175147.7009,0,1233.88198770723,41.39524542,189.14336696078,195.6507
588,"1022","1022",FALSE,TRUE,FALSE,FALSE,"SSC1","X",NA,"PSME",54.2,6,"1022",0,FALSE,0,"","tree","","",13.5,-108745.044,179925.4514,0,623.177781103725,28.23655907,265.140323918537,211.26222
589,"1023","1022",FALSE,TRUE,FALSE,FALSE,"SSC1","X",NA,"PSME",56,4,"1022",256,FALSE,4.3,"","tree","","",269.5,-108740.7442,179925.489,0,624.231853547848,105.5293521,229.245855673063,217.2411
590,"1026","1025",FALSE,FALSE,TRUE,FALSE,"SSC1","X",NA,"PSME",48.5,4,"1025",74,FALSE,8.9,"","tree","","",87.5,-108750.3663,179927.9275,0,620.739786933312,131.204771,195.100551646919,192.3291
591,"1030","1029",FALSE,FALSE,TRUE,FALSE,"SSC1","X",NA,"PSME",32,10,"1029",76,FALSE,1.8,"","tree","","",89.5,-108748.8663,179928.1688,0,621.026516236301,29.53355148,NA,137.5227
592,"1031","1028",FALSE,FALSE,TRUE,FALSE,"SSC1","X",NA,"PSME",67.8,9,"1028",53,FALSE,6.6,"","tree","","",66.5,-108767.7783,179916.4537,0,622.288645951387,115.7968998,NA,256.43598
593,"1005","1005",FALSE,TRUE,FALSE,FALSE,"SSC5B","X",NA,"PSME",67.9,8,"1005",0,FALSE,0,"","tree","","",13.5,-108606.7286,179550.467,0,639.613433923431,67.11963887,NA,256.76814
595,"1008","1005",FALSE,TRUE,FALSE,FALSE,"SSC5B","X",NA,"PSME",42.2,12,"1005",75,FALSE,5.1,"","tree","","",88.5,-108611.8268,179550.3335,0,640.401735117204,54.58307773,168.283910698479,171.40302
596,"1010","1005",FALSE,TRUE,FALSE,FALSE,"SSC5B","X",NA,"PSME",62,9,"1005",182,FALSE,11.4,"","tree","","",195.5,-108603.6821,179561.4523,0,644.148474127184,59.2766275,174.975078602219,237.1707
597,"1012","1011",FALSE,FALSE,TRUE,FALSE,"SSC5B","X",NA,"PSME",47.8,11,"1011",300,FALSE,3.2,"","tree","","",313.5,-108584.4171,179551.3863,0,635.808600314026,33.81532897,192.019142179633,190.00398
598,"1014","1007",FALSE,FALSE,TRUE,FALSE,"SSC5B","X",NA,"PSME",71.4,15,"1007",179,FALSE,7.7,"","tree","","",192.5,-108615.4426,179558.6193,0,644.730171925862,20.99615031,NA,268.39374
600,"1016","1015",FALSE,TRUE,FALSE,FALSE,"SSC5B","X",NA,"PSME",29.2,3,"1015",327,FALSE,7.2,"","tree","","",340.5,-108555.2815,179526.3434,1,616.93724067124,NA,108.516067797795,128.22222
601,"1019","1018",FALSE,FALSE,TRUE,FALSE,"SSC5B","X",NA,"PIPO",56.3,15,"1018",221,FALSE,1.4,"","tree","","",234.5,-108531.4847,179534.1111,0,613.225727304295,6.644094205,NA,218.23758
602,"1021","1020",FALSE,FALSE,TRUE,FALSE,"SSC5B","X",NA,"PSME",56,14,"1020",325,FALSE,4.5,"","tree","","",338.5,-108547.8182,179535.4799,0,618.424771979537,21.9421139,243.098654456436,217.2411
603,"1032","1032",FALSE,TRUE,FALSE,FALSE,"SS81","X",NA,"PSME",109.8,9,"1032",0,FALSE,0,"","tree","","",13.5,-102897.7551,188416.8949,0,1186.41651182234,59.63376007,NA,395.94318
604,"1033","1094",FALSE,FALSE,TRUE,FALSE,"SS81","X",NA,"ABCO",102.5,15,"1094",133,FALSE,5.4,"","tree","","",146.5,-102902.2092,188428.8951,0,1181.67804520213,6.717374899,NA,371.6955
605,"1040","1039",FALSE,FALSE,TRUE,FALSE,"SS81","X",NA,"ABCO",57.7,16,"1039",8,FALSE,5.5,"bole swell","tree","","",21.5,-102911.261,188405.632,0,1183.98548482254,NA,173.92055136325,222.88782
606,"1092","1092",FALSE,TRUE,FALSE,FALSE,"SS81","X",NA,"ABCO",53.5,10,"1092",0,FALSE,0,"","tree","","",13.5,-102854.583,188397.4506,0,1207.80072409893,30.96156427,245.403822895509,208.9371
607,"1093","1092",FALSE,TRUE,FALSE,FALSE,"SS81","X",NA,"ABCO",56.2,11,"1092",172,FALSE,1.7,"","tree","","",185.5,-102854.4201,188399.1428,0,1207.40700163871,11.71925919,NA,217.90542
608,"1090","1092",FALSE,TRUE,FALSE,FALSE,"SS81","X",NA,"ABCO",47.1,14,"1092",212,FALSE,7,"Dead top - very recent red needles","tree","","",225.5,-102849.5903,188402.357,0,1208.56059721244,24.62606022,NA,187.67886
609,"1089","1091",FALSE,FALSE,TRUE,FALSE,"SS81","X",NA,"PSME",94.6,7,"1091",285,FALSE,10.3,"","tree","","",298.5,-102848.6813,188385.2911,0,1213.14605471091,28.18297205,NA,345.45486
610,"1042","1042",FALSE,TRUE,FALSE,FALSE,"SS81B","X",NA,"PSME",48.5,12,"1042",0,FALSE,0,"","tree","","",13.5,-102694.9519,188590.3856,0,1124.6778207898,53.72658852,NA,192.3291
613,"1085","1085",FALSE,TRUE,FALSE,FALSE,"SS82","X",NA,"PIPO",68.9,11,"1085",0,FALSE,0,"","tree","","",13.5,-103155.0995,188728.2742,0,1179.01236558856,24.88711912,NA,260.08974
614,"1084","1084",FALSE,TRUE,FALSE,FALSE,"SS82","X",NA,"PSME",42.2,15,"1084",0,FALSE,0,"","tree","","",13.5,-103160.05,188776.4328,0,1190.28313588588,102.3104354,175.740034714085,171.40302
615,"1047","1084",FALSE,TRUE,FALSE,FALSE,"SS82","X",NA,"PIPO",81.3,8,"1084",90,FALSE,13.1,"","tree","","",103.5,-103172.788,188779.491,0,1192.53426566693,19.27182484,325.89333047139,301.27758
616,"1083","1084",FALSE,TRUE,FALSE,FALSE,"SS82","X",NA,"PSME",99.5,11,"1084",145,FALSE,15.5,"","tree","","",158.5,-103165.7308,188790.8543,0,1194.38519796626,NA,NA,361.7307
617,"1081","1081",FALSE,TRUE,FALSE,FALSE,"SS82","X",NA,"PSME",63.3,20,"1081",0,FALSE,0,"","tree","","",13.5,-103129.7874,188667.852,0,1162.9327954493,22.01250499,NA,241.48878
618,"1082","1081",FALSE,TRUE,FALSE,FALSE,"SS82","X",NA,"PSME",83.3,11,"1081",280,FALSE,13,"","tree","","",293.5,-103117.8656,188662.6683,0,1159.64182287616,32.52300174,305.131223989543,307.92078
619,"1048","1048",FALSE,TRUE,FALSE,FALSE,"SS82","X",NA,"PIPO",56.2,11,"1048",0,FALSE,0,"","tree","","",13.5,-103120.7516,188636.3313,0,1153.5174486424,NA,NA,217.90542
620,"1051","1049",FALSE,FALSE,TRUE,FALSE,"SS82","X",NA,"ABCO",39.4,10,"1049",30,FALSE,12,"core mislabeled as PSME","tree","","",43.5,-103129.534,188623.661,0,1151.05294494573,16.51635853,169.600334486684,162.10254
621,"1054","1050",FALSE,FALSE,TRUE,FALSE,"SS82","X",NA,"PSME",58.5,13,"1050",41,FALSE,6.1,"","tree","","",54.5,-103134.0332,188622.3988,0,1150.81876079672,63.94306109,254.079593996566,225.5451
622,"1053","1048",FALSE,TRUE,FALSE,FALSE,"SS82","X",NA,"PIPO",36,5,"1048",73,FALSE,12.9,"","tree","","",86.5,-103133.6276,188635.5438,0,1154.48946736139,45.08000753,151.912188669304,150.8091
623,"1055","1052",FALSE,FALSE,TRUE,FALSE,"SS82","X",NA,"PSME",38.7,9,"1052",206,FALSE,3.5,"","tree","","",219.5,-103129.6684,188625.0233,0,1151.42838160811,NA,175.189642525038,159.77742
624,"1300","1300",FALSE,TRUE,FALSE,FALSE,"TR01","X",NA,"PSME",70.1,NA,"1300",0,FALSE,0,"Needs competitors","tree","","",13.5,-125478.0232,195037.1091,0,596.372100072969,NA,NA,264.07566
625,"1299","1299",FALSE,TRUE,FALSE,FALSE,"TR01","X",NA,"PSME",NA,NA,"1299",0,FALSE,0,"Needs competitors","tree","","",13.5,-125478.0232,195037.1091,1,596.372100072969,NA,187.127511110323,NA
626,"1298","1299",FALSE,TRUE,FALSE,FALSE,"TR01","X",NA,"PSME",NA,NA,"1299",0,FALSE,0,"Needs competitors","tree","","",13.5,-125478.0232,195037.1091,1,596.372100072969,NA,NA,NA
627,"1297","1299",FALSE,TRUE,FALSE,FALSE,"TR01","X",NA,"PSME",NA,NA,"1299",0,FALSE,0,"Needs competitors","tree","","",13.5,-125478.0232,195037.1091,1,596.372100072969,NA,209.174519139712,NA
628,"1296","1299",FALSE,TRUE,FALSE,FALSE,"TR01","X",NA,"PSME",NA,NA,"1299",0,FALSE,0,"Needs competitors","tree","","",13.5,-125478.0232,195037.1091,1,596.372100072969,NA,NA,NA
629,"2101","2100",FALSE,FALSE,TRUE,FALSE,"RS91","X",NA,"ABCO",84.7,7,"2100",77,FALSE,20,"","tree","","",90.5,15355.12817,-26279.72513,0,1485.47749711552,96.95980672,NA,312.57102
630,"2105","2103",FALSE,FALSE,TRUE,FALSE,"RS91","X",NA,"ABCO",95.1,6,"2103",9,FALSE,27.6,"","tree","","",22.5,15346.41725,-26328.73419,0,1496.30999763,183.3060879,NA,347.11566
631,"2111","2110",FALSE,FALSE,TRUE,FALSE,"RS91","X",NA,"ABCO",72.5,7,"2110",147,FALSE,11.5,"","tree","","",160.5,15350.22253,-26348.62418,0,1499.27007487929,10.99217448,NA,272.0475
632,"2112","2110",FALSE,FALSE,TRUE,FALSE,"RS91","X",NA,"PSME",82.8,7,"2110",61,FALSE,7.3,"","tree","","",74.5,15347.02681,-26361.41539,0,1502.10982064936,40.34401368,NA,306.25998
633,"2115","2114",FALSE,FALSE,TRUE,FALSE,"RS91","X",NA,"ABCO",61.8,11,"2114",321,TRUE,5.7,"questionable reference point","tree","","",154.5,15377.6166,-26334.74516,0,1491.51448637924,32.45198034,NA,236.50638
634,"2161","2160",FALSE,FALSE,TRUE,FALSE,"RS81","X",NA,"PIPO",56.9,1,"2160",355,FALSE,18.2,"","tree","","",8.5,24395.01163,-33202.34801,0,1419.15126398549,217.282642,217.124810991536,220.23054
635,"2162","2162",FALSE,TRUE,FALSE,FALSE,"RS81","X",NA,"PSME",34,4,"2162",0,FALSE,0,"","tree","","",13.5,24403.58131,-33185.54413,0,1420.76691560732,22.71233046,130.491576530067,144.1659
636,"2163","2162",FALSE,TRUE,FALSE,FALSE,"RS81","X",NA,"PIPO",22.5,7,"2162",230,FALSE,10.9,"","tree","","",243.5,24413.3361,-33180.68057,0,1418.97352206874,10.16567866,95.6578364506667,105.9675
637,"2164","2164",FALSE,TRUE,FALSE,FALSE,"RS81","X",NA,"PSME",56.8,2,"2164",0,FALSE,0,"","tree","","",13.5,24419.06469,-33164.13366,0,1421.53968995496,40.18239661,232.197479479684,219.89838
638,"2165","2165",FALSE,TRUE,FALSE,FALSE,"RS81","X",NA,"PIPO",34.6,NA,"2165",0,FALSE,0,"in bedrock, no competitors","tree","","",13.5,24417.85873,-33143.08772,0,1429.27371614427,NA,108.306487562955,146.15886
639,"2166","2165",FALSE,TRUE,FALSE,FALSE,"RS81","X",NA,"PSME",47.7,NA,"2165",137,FALSE,9.1,"in bedrock, no competitors","tree","","",150.5,24413.37768,-33135.16748,0,1434.03852469126,NA,212.935663513413,189.67182
640,"2167","2160",FALSE,FALSE,TRUE,FALSE,"RS81","X",NA,"PIPO",28.1,NA,"2160",130,FALSE,23.8,"in bedrock, no competitors","tree","","",143.5,24383.54498,-33165.21613,0,1430.84569749191,NA,NA,124.56846
641,"2150","RS54R1",FALSE,TRUE,FALSE,FALSE,"RS54","X",NA,"PSME",56.5,8,"RS54R1",3,FALSE,6.2,"","tree","","",16.5,25644.57925,-33226.05946,0,1431.11487921961,17.66466444,199.950644319664,218.9019
