"tree.id","tree.ref","ref.is.self","ref.is.ref","ref.is.tree","ref.missing","plot.id","foc","cmp","species","dbh","ba20","ref","brg.to.ref","backbrg","dist.to.ref","notes","tree.or.logger","former.id","X","brg.to.ref.true","x","y","dummy.coords","elev","cluster"
"2151","RS54R1",FALSE,TRUE,FALSE,FALSE,"RS54","X",NA,"PIPO",68.7,8,"RS54R1",63,TRUE,4.7,"","tree","","",256.5,25650.9102836629,-33219.0175883405,0,1430.11977931429,"SL"
"2050","2049",FALSE,FALSE,TRUE,FALSE,"RS77","X",NA,"PSME",44.1,9,"2049",241,FALSE,11.5,"","tree","","",254.5,17779.7619105627,-10350.9538024181,0,1367.35059104223,"SL"
"2040","RS85BROCK2",FALSE,TRUE,FALSE,FALSE,"RS85B","X",NA,"PIPO",89.8,6,"RS85BROCK2",22,FALSE,11.9,"","tree","","",35.5,16672.5228014171,-11850.8684933883,0,1428.90032703159,"SL"
"1409","1410",FALSE,FALSE,TRUE,FALSE,"RR20","X",NA,"PSME",46.1,4,"1410",244,FALSE,13.2,"","tree","","",257.5,62507.5903242766,-86551.4424958384,0,1725.05957907178,"SH"
"2008","2004",FALSE,FALSE,TRUE,FALSE,"RS98F","X",NA,"PSME",50.6,9,"2004",31,FALSE,11.2,"","tree","","",44.5,31554.8867962704,-32301.9407518834,0,1215.05651522854,"SL"
"2025","2024",FALSE,FALSE,TRUE,FALSE,"RS58","X",NA,"PSME",103.6,9,"2024",72,FALSE,1.6,"fire scar","tree","","",85.5,30532.7381585536,-33514.1995431054,0,1254.97997909222,"SL"
"2501","2500",FALSE,TRUE,FALSE,FALSE,"SA03","X",NA,"ABCO",32,7,"2500",74,FALSE,13.8,"","tree","","",87.5,28005.0309768031,-48934.6529483941,0,1462.58138514115,"SL"
"2527","2524",FALSE,TRUE,FALSE,FALSE,"RS10","X",NA,"PSME",43.8,12,"2524",140,FALSE,10.5,"","tree","","",153.5,33184.3207276242,-52959.2397309465,0,1276.87516033632,"SL"
"2569","2566",FALSE,FALSE,TRUE,FALSE,"RT02","X",NA,"PSME",123.5,8,"2566",0,FALSE,9.8,"","tree","","",13.5,28493.9427702295,-52331.2230626931,0,1202.92905488882,"SL"
"1387","1386",FALSE,FALSE,TRUE,FALSE,"ZA03","X",NA,"PSME",25.4,7,"1386",76,FALSE,5.1,"","tree","","",89.5,-49168.177919891,130823.978848127,0,1680.64172216086,"NH"
"1307","1305",FALSE,FALSE,TRUE,FALSE,"SSA15","X",NA,"PSME",94.5,5,"1305",195,FALSE,26.2,"","tree","","",208.5,-61810.2232068347,111677.406025594,0,729.384541831124,"NL"
"1363","1361",FALSE,FALSE,TRUE,FALSE,"ZA10A-C","X",NA,"PSME",45,11,"1361",70,FALSE,8.1,"","tree","","",83.5,-45413.1835536002,121746.613208542,0,1790.42097066826,"NH"
"4028","4027",FALSE,FALSE,TRUE,FALSE,"HEN1","X",NA,"PSME",55.5,3,"4027",66,FALSE,9,"Depends on ref missing on datasheet","tree","","",79.5,-88268.3770451191,100327.387580934,0,377.542793680321,"NL"
"4005","4004",FALSE,FALSE,TRUE,FALSE,"LLC1","X",NA,"PSME",34.4,6,"4004",188,FALSE,12.6,"","tree","","",201.5,-89463.1496860955,102265.558000289,0,240.057511963306,"NL"
"1226","1225",FALSE,TRUE,FALSE,FALSE,"RR7","X",NA,"PIPO",62.1,6,"1225",30,FALSE,12.5,"","tree","","",43.5,65209.9552422992,-91543.6574846275,0,1401.10466039636,"SL"
