"tree.id","voronoi.area"
"1062",25.7791685907834
"1063",113.290267433694
"1064",51.0467109012445
"1066",29.0179001728754
"1065",45.613108789255
"1067",11.4466374188617
"1068",13.6646507369303
"1069",16.2518697286306
"1070",60.0673315241003
"1071",12.2751894206181
"1072",38.2958344795098
"1073",5.25422179380618
"1074",60.0429642328846
"1075",53.9457393051117
"1076",11.1511241678321
"1080",26.6120646038999
"1077",59.9411646668838
"1225",140.616563789006
"1226",74.0856943272085
"1227",104.628143991
"1228",51.7943704527
"1229",62.700309603344
"1233",44.099134341024
"1231",22.3951053348293
"1232",47.0434455578174
"1234",22.4442817593017
"1235",71.9178609292949
"1078",29.2817768590294
"1230",64.3586726104372
"1220",54.7682950218501
"1221",26.4256131977451
"1222",34.8991728545166
"1223",59.7710717665985
"1237",75.2477188441419
"1238",152.911924879264
"1239",31.5341045546779
"1241",64.8778203892925
"1242",60.4182088903013
"1243",27.0779009342389
"1244",10.5703496553763
"1245",12.6714680557933
"1246",7.67106834076315
"1247",66.5147146766566
"1249",30.5024582623351
"1250",9.63127218587672
"1251",25.5360558952279
"1252",30.7991895790228
"1253",10.5624445269076
"1254",15.9387181595139
"1256",9.08632993793648
"1255",16.2817423116475
"1257",15.4070773156667
"1260",4.49541322444619
"1041",6.08978848673841
"1236",26.3773929945456
"1269",12.4350313487594
"1270",77.4695443372517
"1267",20.3315606062582
"1264",29.6231176901278
"1281",14.9851176550264
"1280",16.2007123407741
"1278",38.4223196999943
"1277",45.9220152507267
"1276",32.6233652101985
"1275",15.024801852049
"1274",31.4938896030786
"1273",17.4403512998286
"1272",28.5486245240391
"1432",105.762924381084
"1434",41.0933569245225
"1435",55.9153338991086
"1436",86.31846383983
"1437",35.8299609540871
"1438",12.8307334275482
"1441",29.4727816327847
"1439",17.781684443537
"1440",16.9335965408863
"1442",45.6600426397401
"1425",42.7273844261553
"1426",37.0321197364131
"1427",29.7975152471956
"1429",64.7446758422082
"1430",39.3336654048543
"1431",25.1370387126334
"1500",10.8462036335571
"1499",7.62093114286325
"1418",17.5651117501184
"1498",15.5989131522617
"1417",20.3263609533893
"1416",23.7406338936553
"1419",18.7980497286502
"1421",61.5501449126855
"1420",49.3447311595216
"1422",26.8386108490713
"1497",27.3881989689606
"1494",64.1646401571144
"1493",29.7847089022645
"1495",5.65980802107054
"1496",10.4418604363831
"1424",26.460641339664
"1492",22.5429954438983
"2140",16.1204762198549
"2141",33.5665925237667
"2142",38.3110002108689
"2143",50.3359236725443
"2144",38.584882705357
"2146",22.0690803520375
"2147",29.5999289396559
"2148",39.6210804842443
"2116",48.2016809977663
"2117",26.6878023446279
"2118",20.491459301284
"2119",15.0777561301576
"2120",21.5143472636802
"2121",23.4294233775416
"2122",77.198111679476
"2124",20.7747996001726
"2123",18.8787343408843
"2125",41.1720681379924
"2127",31.5460013723393
"2128",27.3301243139197
"2129",30.3824306298225
"2130",43.1683878111802
"2131",42.5724163798372
"2132",45.6723624493704
"2133",15.6555896029795
"2134",18.3147206527509
"2135",11.5637211764943
"2136",28.3730191012987
"2137",21.7277035676552
"2138",45.8151830494747
"2139",28.1910695391855
"2542",15.6352058275524
"2543",14.8513835061248
"2544",22.906829907059
"2546",87.4968075375543
"2548",37.6076286646154
"2549",24.7022766059714
"2552",12.8795390586881
"2553",8.59098039415098
"2554",21.0299294246746
"2555",17.1433173339336
"2556",22.401871963821
"2557",35.3208792928519
"2558",16.2761687436858
"2560",14.2758753873034
"2577",38.9792181634773
"2578",20.1460140787264
"2579",19.413923118252
"2581",24.825543350052
"2580",19.7954706170892
"2582",13.7458639665672
"2591",19.5795104878251
"2592",8.49333748942892
"2593",9.48555397153731
"2594",19.2940256366462
"PM45",12.0319644835271
"2595",36.1792217374625
"2596",45.2750854877336
"PM46",35.0873222080038
"2597",28.541433799539
"2598",5.04404914554801
"2599",7.38744160677
"2600",39.1185338590352
"2601",13.6179892909197
"2602",38.8817586496513
"2603",52.9234098316881
"2604",47.7031660258062
"2605",8.65309759443056
"2606",22.3218018836766
"2607",115.059965151706
"2608",11.0206584141877
"2609",51.8040470932607
"PM99",31.6547067984001
"PM97",54.9300554965403
"PM94",15.7725673120664
"PM89",23.756060758191
"PM262",72.3546569812363
"PM265",60.5820602384019
"4036",3.33677709962292
"4037",7.06233158976693
"4038",10.5842000247739
"4039",10.4976129451725
"4040",22.2417452022253
"4041",12.2424354640638
"4042",6.37974824512322
"4043",25.7606640728974
"4045",46.0872408127511
"4046",13.4487660268417
"4047",23.0958728700084
"4048",67.3123941824657
"4049",48.9002918611689
"1444",8.61234707798927
"1445",12.5857555467615
"1446",111.957392953052
"1447",62.4948020972487
"1448",3.9157907693934
"1449",49.7591044159135
"1450",77.4092212811726
"1451",23.3091357480382
"1452",101.389771885468
"1453",46.1156982725173
"1456",118.598566863247
"1457",77.6969921886416
"1458",19.6678630490397
"1459",46.4282043131647
"1460",44.0269579444507
"1461",38.5234562569474
"1462",26.3799836643556
"1463",98.2879489903933
"1464",44.7360719411228
"1465",18.6613944748001
"1466",32.9427112398939
"1467",22.1594721183213
"1468",56.7203653109454
"1469",79.446847051265
"1470",44.7585914128348
"1471",10.6644901234801
"1472",27.0084892474167
"1474",19.3927241709982
"1473",4.35586799014981
"1476",10.9582785096643
"1477",23.6230204206662
"1478",9.03368199111309
"1479",114.623359947745
"1480",22.3562730316618
"1482",22.0938387485475
"1483",41.5561118892502
"1484",7.63174352160498
"4217",101.098813873084
"4218",73.5473086708647
"4221",33.064869442738
"4222",14.9490015927794
"1485",57.8380083716848
