"tree.id","former.id","species","dbh","x","y","elev","plot.id","cluster"
"1234","","PIPO","60.9",65200,-91541,1402,"RR7","SL"
"1235","","PSME","38.9",65225,-91460,1376,"RR7","SL"
"1078","","PIPO","54.8",65245,-91499,1386,"RR7","SL"
"1220","","PSME","46.5",66674,-91282,1534,"RT02C","SH"
"1238","","PIPO","78.2",66664,-91322,1526,"RT02C","SH"
"1239","","PIPO","53.1",66663,-91310,1527,"RT02C","SH"
"1241","","PIPO","67.5",66674,-91287,1533,"RT02C","SH"
"1242","","PIPO","92.8",66685,-91275,1538,"RT02C","SH"
"1243","","PSME","48.8",62209,-85141,1696,"RR32","SH"
"1244","","PSME","43.9",62206,-85150,1695,"RR32","SH"
"1245","","PSME","41.2",62216,-85146,1697,"RR32","SH"
"1249","","PIPO","33.1",62230,-85126,1703,"RR32","SH"
"1248","","PIPO","35.4",62237,-85122,1705,"RR32","SH"
"1250","","PIPO","69.4",62215,-85127,1700,"RR32","SH"
"1251","","PIPO","46.9",62205,-85104,1699,"RR32","SH"
"1252","","PSME","27.5",62254,-85106,1713,"RR32","SH"
"1253","","PIPO","28.5",62251,-85104,1712,"RR32","SH"
"1256","","ABCO","31.8",62802,-84124,1681,"RR33","SH"
"1255","","PSME","62.5",62798,-84116,1676,"RR33","SH"
"1257","","ABCO","37.2",62804,-84117,1679,"RR33","SH"
"1041","","ABCO","67.4",62821,-84127,1688,"RR33","SH"
"1236","","ABCO","53.9",62810,-84151,1693,"RR33","SH"
"1266","","ABCO","62.3",63279,-86848,1949,"RR71","SH"
"1265","","ABCO","34",63282,-86834,1948,"RR71","SH"
"1264","","ABCO","62.5",63256,-86833,1935,"RR71","SH"
"1262","","ABCO","36.8",63264,-86817,1935,"RR71","SH"
"1281","","PSME","29.9",67007,-90764,1567,"RT02D","SH"
"1277","","PSME","33",67011,-90764,1567,"RT02D","SH"
"1276","","PIPO","52.4",67009,-90768,1568,"RT02D","SH"
"1272","","PIPO","46.5",67012,-90753,1564,"RT02D","SH"
"1432","","PSME","71.2",10552,-47996,1101,"YB01F","SL"
"1433","","PSME","74",10549,-47995,1101,"YB01F","SL"
"1442","","PSME","93",10534,-48003,1094,"YB01F","SL"
"1425","","PSME","33.8",10501,-47885,1110,"YB01B","SL"
"1426","","PSME","30.4",10502,-47881,1111,"YB01B","SL"
"1428","","PIPO","41.2",10513,-47880,1116,"YB01B","SL"
"1429","","PIPO","78",10504,-47923,1106,"YB01B","SL"
"1431","","PSME","24.9",10511,-47919,1110,"YB01B","SL"
"1500","","PIPO","66",10303,-48116,1109,"YB01A","SL"
"1416","","PSME","49.1",10300,-48134,1114,"YB01A","SL"
"1419","PM219","PSME","34.7",10313,-48147,1115,"YB01A","SL"
"1421","PM221","PSME","126.7",10315,-48156,1116,"YB01A","SL"
"1423","PM218","PSME","72.5",10320,-48145,1113,"YB01A","SL"
"1420","PM220","PSME","51.5",10310,-48153,1117,"YB01A","SL"
"1422","PM217","PSME","72.1",10323,-48131,1110,"YB01A","SL"
"1493","","PIPO","58.5",10308,-48122,1110,"YB01A","SL"
"1495","","PIPO","64.2",10302,-48106,1107,"YB01A","SL"
"1496","","PIPO","78",10365,-48152,1108,"YB01A","SL"
"1424","","PSME","33.3",10313,-48080,1097,"YB01A","SL"
"1492","","PIPO","31.9",10311,-48073,1094,"YB01A","SL"
"2141","","PIPO","50.8",33190,-31909,1233,"RS98B","SL"
"2145","","PSME","81.3",33206,-31885,1244,"RS98B","SL"
"2147","","PIPO","47.3",33196,-31909,1233,"RS98B","SL"
"2149","","PIPO","124.5",33242,-31886,1242,"RS98B","SL"
"2117","","PIPO","47.4",15616,-26035,1477,"RS91H","SL"
"2118","","ABCO","58.9",15618,-26029,1479,"RS91H","SL"
"2121","","ABCO","46.7",15641,-26026,1482,"RS91H","SL"
"2127","","ABCO","81.6",15623,-26052,1473,"RS91H","SL"
"2128","","PSME","61.6",15661,-26068,1474,"RS91H","SL"
"2130","","PIPO","117.6",15655,-26049,1478,"RS91H","SL"
"2132","","ABCO","74.7",15726,-26061,1485,"RS91H","SL"
"2133","","PIPO","60.8",15730,-26074,1483,"RS91H","SL"
"2135","","PIPO","61.6",15780,-26062,1494,"RS91H","SL"
"2136","","ABCO","47.1",15777,-26056,1494,"RS91H","SL"
"2139","","PIPO","53.1",15765,-26035,1496,"RS91H","SL"
"2542","","PSME","72.1",28535,-52207,1203,"RS01","SL"
"2543","","PIPO","47.1",28547,-52201,1204,"RS01","SL"
"2544","","PSME","56.4",28409,-52162,1207,"RS01","SL"
"2545","","PIPO","45.3",28424,-52145,1207,"RS01","SL"
"2546","","PSME","50.2",28303,-52055,1187,"RS01","SL"
"2547","","PIPO","48",28310,-52026,1188,"RS01","SL"
"2549","","PIPO","53.5",28311,-52055,1188,"RS01","SL"
"2550","","PSME","103.8",28248,-51780,1195,"RS01","SL"
"2551","","PSME","56.4",27853,-51780,1183,"RS01","SL"
"2552","","PSME","49.7",27788,-51768,1183,"RS01","SL"
"2553","","PSME","41",27712,-51650,1190,"RS01","SL"
"2554","","PIPO","68",27710,-51651,1190,"RS01","SL"
"2555","","PSME","48",27683,-51704,1184,"RS01","SL"
"2556","","PSME","42.2",27679,-51704,1183,"RS01","SL"
"2558","","PIPO","44",27679,-51691,1184,"RS01","SL"
"2559","","PSME","48",27778,-51648,1193,"RS01","SL"
"2560","","PIPO","44.4",27780,-51640,1194,"RS01","SL"
"2577","","PSME","37.2",28462,-52006,1217,"RS01","SL"
"2578","","PIPO","55.5",28460,-52000,1217,"RS01","SL"
"2579","","PSME","99",28442,-51949,1216,"RS01","SL"
"2580","","PIPO","82",28441,-51941,1217,"RS01","SL"
"2591","","ABCO","42.7",30021,-33410,1198,"TEDDY","SL"
"2592","","PIPO","78.2",30025,-33419,1199,"TEDDY","SL"
"2594","","PIPO","82.4",30059,-33420,1203,"TEDDY","SL"
"PM45","","PSME","40.2",30050,-33437,1204,"TEDDY","SL"
"2595","","ABCO","50.9",30042,-33455,1205,"TEDDY","SL"
"PM46","","PSME","46",30051,-33454,1206,"TEDDY","SL"
"2597","","ABCO","59.5",30054,-33464,1208,"TEDDY","SL"
"2598","","PIPO","48.5",30074,-33455,1209,"TEDDY","SL"
"2599","","PIPO","81.2",30039,-33422,1201,"TEDDY","SL"
"2603","","PIPO","45",30017,-33457,1203,"TEDDY","SL"
"2606","","PSME","60",30003,-33450,1201,"TEDDY","SL"
"2609","","ABCO","56.7",30042,-33411,1200,"TEDDY","SL"
"PM99","","PSME","",28053,-48901,1458,"SA03","SL"
"PM97","","PSME","",28044,-48895,1455,"SA03","SL"
"PM94","","PSME","",28031,-48899,1455,"SA03","SL"
"PM89","","PSME","",27988,-48925,1458,"SA03","SL"
"PM262","","PSME","",28124,-48880,1455,"SA03","SL"
"PM265","","PSME","",28143,-48868,1451,"SA03","SL"
"4036","","PSME","29.5",-83917,105128,426,"ULC1","NL"
"4037","","PSME","37.8",-83917,105124,427,"ULC1","NL"
"4049","","PSME","36.8",-83925,105111,435,"ULC1","NL"
"1444","","PSME","51",-48876,130181,1713,"ZA04A","NH"
"1455","","PILA","80",-48883,130177,1715,"ZA04A","NH"
"1456","","PSME","128.2",-48926,130113,1762,"ZA04A","NH"
"1459","","PILA","73.1",-48963,130146,1740,"ZA04A","NH"
"1460","","PSME","69.1",-46993,129433,1933,"ZA07","NH"
"1462","","PSME","33.8",-46999,129442,1931,"ZA07","NH"
"1466","","PSME","36",-46976,129439,1938,"ZA07","NH"
"1468","","PIPO","39.8",-46975,129449,1939,"ZA07","NH"
"1469","","PSME","41.4",-47006,129475,1931,"ZA07","NH"
"1470","","PSME","63.4",-54417,130071,1463,"WA01","NH"
"1473","","ABCO","72.3",-54429,130066,1464,"WA01","NH"
"1478","","PILA","45.7",-54434,130024,1471,"WA01","NH"
"1484","","PILA","79",-54454,130104,1463,"WA01","NH"
"4217","","PSME","37.5",-83852,105082,430,"ULC1B","NL"
"4222","","PSME","27",-83863,105099,424,"ULC1B","NL"
"1485","","PSME","87.9",-64015,117770,1246,"SS24","NH"
"1487","","PIPO","43.7",-64020,117754,1245,"SS24","NH"
"1101","","PIPO","66.2",-64050,117781,1246,"SS24","NH"
"1056","","PSME","72",-103101,188698,1164,"SS82","NH"
"1058","","PIPO","65.9",-103103,188706,1166,"SS82","NH"
"1059","","ABCO","",-103130,188668,1163,"SS82","NH"
"1060","","ABCO","",-103130,188668,1163,"SS82","NH"
"1061","","ABCO","",-103130,188668,1163,"SS82","NH"
"1295","","PSME","55.6",-84887,184385,1543,"TR15","NH"
"1001","","ABCO","53.5",-84883,184376,1541,"TR15","NH"
"1201","","PSME","42.3",-84930,184397,1548,"TR15","NH"
"1202","","ABCO","52.3",-84929,184396,1547,"TR15","NH"
"1002","","PSME","48.6",-84950,184393,1549,"TR15","NH"
"1003","","ABCO","69.4",-84955,184393,1550,"TR15","NH"
"1100","","PSME","104",-84971,184393,1552,"TR15","NH"
"1004","","ABCO","51.2",-85008,184406,1561,"TR15","NH"
"1205","","PSME","48.8",-85018,184396,1560,"TR15","NH"
"1206","","ABCO","69.1",-85028,184393,1560,"TR15","NH"
"1287","","PSME","136.3",-103778,166254,999,"TULLB","NL"
"1215","","PILA","112",-103777,166257,998,"TULLB","NL"
"1216","","PIPO","90.4",-103787,166248,998,"TULLB","NL"
"1204","","PSME","69.2",-103778,166347,993,"TULLB","NL"
"1217","","PILA","152",-103797,166369,992,"TULLB","NL"
"1283","","PIPO","94.9",-103575,166177,988,"TULLB","NL"
"1218","","PSME","63.5",-103597,166192,990,"TULLB","NL"
"1285","","PSME","66.2",-103599,166174,992,"TULLB","NL"
"1219","","PIPO","85.5",-103618,166146,998,"TULLB","NL"
"1282","","PSME","76.5",-103623,166147,999,"TULLB","NL"
"1286","","PIPO","75",-103618,166152,997,"TULLB","NL"
"1207","","PSME","52.7",-92465,175097,1224,"SSA76","NH"
"1208","","PIPO","45.6",-92461,175091,1224,"SSA76","NH"
"1209","","CADE","",-92458,175080,1224,"SSA76","NH"
"1210","","PSME","43.2",-92449,175121,1226,"SSA76","NH"
"1212","","CADE","54.8",-92464,175112,1224,"SSA76","NH"
"1294","","PSME","36.2",-92425,175124,1229,"SSA76","NH"
"1292","","CADE","62",-92430,175134,1228,"SSA76","NH"
"1291","","PSME","67.3",-92408,175128,1232,"SSA76","NH"
"1214","","CADE","64.5",-92415,175128,1230,"SSA76","NH"
"1290","","PIPO","69.1",-92410,175138,1232,"SSA76","NH"
"1203","","PSME","57.7",-92407,175140,1233,"SSA76","NH"
"1289","","PIPO","46.1",-92400,175141,1234,"SSA76","NH"
"1288","","CADE","49.5",-92403,175148,1234,"SSA76","NH"
"1022","","PSME","54.2",-108745,179925,623,"SSC1","NL"
"1023","","PSME","56",-108741,179925,624,"SSC1","NL"
"1026","","PSME","48.5",-108750,179928,621,"SSC1","NL"
"1030","","PSME","32",-108749,179928,621,"SSC1","NL"
"1031","","PSME","67.8",-108768,179916,622,"SSC1","NL"
"1005","","PSME","67.9",-108607,179550,640,"SSC5B","NL"
"1006","","CADE","97",-108603,179543,636,"SSC5B","NL"
"1008","","PSME","42.2",-108612,179550,640,"SSC5B","NL"
"1010","","PSME","62",-108604,179561,644,"SSC5B","NL"
"1012","","PSME","47.8",-108584,179551,636,"SSC5B","NL"
"1014","","PSME","71.4",-108615,179559,645,"SSC5B","NL"
"1015","","PIPO","83.3",-108558,179533,620,"SSC5B","NL"
"1016","","PSME","29.2",-108555,179526,617,"SSC5B","NL"
"1019","","PIPO","56.3",-108531,179534,613,"SSC5B","NL"
"1021","","PSME","56",-108548,179535,618,"SSC5B","NL"
"1032","","PSME","109.8",-102898,188417,1186,"SS81","NH"
"1033","","ABCO","102.5",-102902,188429,1182,"SS81","NH"
"1040","","ABCO","57.7",-102911,188406,1184,"SS81","NH"
"1092","","ABCO","53.5",-102855,188397,1208,"SS81","NH"
"1093","","ABCO","56.2",-102854,188399,1207,"SS81","NH"
"1090","","ABCO","47.1",-102850,188402,1209,"SS81","NH"
"1089","","PSME","94.6",-102849,188385,1213,"SS81","NH"
"1042","","PSME","48.5",-102695,188590,1125,"SS81B","NH"
"1043","","PSME","50",-102692,188591,1124,"SS81B","NH"
"1086","","ABCO","88.6",-102678,188618,1113,"SS81B","NH"
"1085","","PIPO","68.9",-103155,188728,1179,"SS82","NH"
"1084","","PSME","42.2",-103160,188776,1190,"SS82","NH"
"1047","","PIPO","81.3",-103173,188779,1193,"SS82","NH"
"1083","","PSME","99.5",-103166,188791,1194,"SS82","NH"
"1081","","PSME","63.3",-103130,188668,1163,"SS82","NH"
"1082","","PSME","83.3",-103118,188663,1160,"SS82","NH"
"1048","","PIPO","56.2",-103121,188636,1154,"SS82","NH"
"1051","","ABCO","39.4",-103130,188624,1151,"SS82","NH"
"1054","","PSME","58.5",-103134,188622,1151,"SS82","NH"
"1053","","PIPO","36",-103134,188636,1154,"SS82","NH"
"1055","","PSME","38.7",-103130,188625,1151,"SS82","NH"
"1300","","PSME","70.1",-125478,195037,596,"TR01","NL"
"1299","","PSME","",-125478,195037,596,"TR01","NL"
"1298","","PSME","",-125478,195037,596,"TR01","NL"
"1297","","PSME","",-125478,195037,596,"TR01","NL"
"1296","","PSME","",-125478,195037,596,"TR01","NL"
"2101","","ABCO","84.7",15355,-26280,1485,"RS91","SL"
"2105","","ABCO","95.1",15346,-26329,1496,"RS91","SL"
"2111","","ABCO","72.5",15350,-26349,1499,"RS91","SL"
"2112","","PSME","82.8",15347,-26361,1502,"RS91","SL"
"2115","","ABCO","61.8",15378,-26335,1492,"RS91","SL"
"2161","","PIPO","56.9",24395,-33202,1419,"RS81","SL"
"2162","","PSME","34",24404,-33186,1421,"RS81","SL"
"2163","","PIPO","22.5",24413,-33181,1419,"RS81","SL"
"2164","","PSME","56.8",24419,-33164,1422,"RS81","SL"
"2165","","PIPO","34.6",24418,-33143,1429,"RS81","SL"
"2166","","PSME","47.7",24413,-33135,1434,"RS81","SL"
"2167","","PIPO","28.1",24384,-33165,1431,"RS81","SL"
"2150","","PSME","56.5",25645,-33226,1431,"RS54","SL"
"2153","","PIPO","59",25662,-33200,1428,"RS54","SL"
"2155","","PIPO","92.5",25625,-33217,1427,"RS54","SL"
"2159","","PIPO","83.2",25666,-33189,1427,"RS54","SL"
"PM8","","PSME","58",12081,-26661,1695,"S1A","SH"
"PM10","","PSME","47.2",12085,-26664,1695,"S1A","SH"
"PM11","","PSME","54.9",12090,-26668,1696,"S1A","SH"
"2081","","ABCO","42.8",12086,-26641,1688,"S1A","SH"
"2084","","ABCO","46.7",12068,-26655,1694,"S1A","SH"
"2085","","ABCO","122.5",12030,-26668,1705,"S1A","SH"
"2087","","ABCO","34.1",12008,-26690,1720,"S1A","SH"
"PM4","","PSME","53.6",12043,-26676,1706,"S1A","SH"
"PM5","","PSME","59.1",12046,-26674,1705,"S1A","SH"
"PM2","","PSME","47.5",12048,-26672,1703,"S1A","SH"
"PM1","","PSME","47.6",12047,-26668,1702,"S1A","SH"
"PM3","","PSME","28.5",12054,-26666,1700,"S1A","SH"
"2088","","PILA","82.2",12030,-26668,1705,"S1A","SH"
"2092","","PILA","39",12079,-26660,1695,"S1A","SH"
"2055","","PSME","47.1",17802,-10339,1364,"RS77","SL"
"2058","","PSME","33.4",14555,-12551,1557,"RS78","SH"
"2060","","PSME","60.8",14560,-12544,1557,"RS78","SH"
"2032","","PSME","58.4",16732,-11870,1433,"RS85B","SL"
"2033","","PIPO","86.6",16744,-11855,1427,"RS85B","SL"
"2037","","PIPO","133.2",16762,-11868,1433,"RS85B","SL"
"2039","","PIPO","78.9",16693,-11913,1431,"RS85B","SL"
"2045","","PSME","61.3",16617,-11825,1420,"RS85B","SL"
"2047","","PSME","59.9",16661,-11826,1424,"RS85B","SL"
"1401","","PSME","100",62448,-86579,1715,"RR20","SH"
"1415","","PIPO","97.7",62477,-86543,1715,"RR20","SH"
"2000","","PSME","106.6",31574,-32315,1214,"RS98F","SL"
"2002","","PIPO","45.3",31580,-32311,1214,"RS98F","SL"
"2007","","PIPO","70.8",31587,-32288,1215,"RS98F","SL"
"2013","","PIPO","47.3",31547,-32291,1216,"RS98F","SL"
"2014","","PIPO","57.8",31486,-32302,1216,"RS98F","SL"
"2015","","PSME","51.9",31486,-32303,1216,"RS98F","SL"
"2016","","PIPO","35.4",31530,-32221,1221,"RS98F","SL"
"2018","","PIPO","80.7",31543,-32222,1220,"RS98F","SL"
"2019","","PSME","80.5",31538,-32217,1221,"RS98F","SL"
"2020","","PSME","108.3",30560,-33569,1278,"RS58","SL"
"2021","","PSME","106.2",30555,-33509,1254,"RS58","SL"
"2023","","PSME","90.5",30543,-33499,1251,"RS58","SL"
"2029","","ABCO","86.5",30492,-33529,1263,"RS58","SL"
"2031","","PSME","124.4",30509,-33536,1265,"RS58","SL"
"2500","","PIPO","83.5",28019,-48934,1465,"SA03","SL"
"2506","","ABCO","45.9",27989,-48949,1465,"SA03","SL"
"2507","","PIPO","78.5",28028,-48945,1470,"SA03","SL"
"2508","","PIPO","101",28057,-48949,1475,"SA03","SL"
"2515","","ABCO","41.4",28004,-48932,1462,"SA03","SL"
"2516","","ABCO","42.5",27993,-48922,1458,"SA03","SL"
"2518","","PSME","41.9",28029,-48945,1470,"SA03","SL"
"2519","","PSME","68.5",27956,-48919,1452,"SA03","SL"
"2522","","ABCO","61",28149,-48855,1447,"SA03","SL"
"2523","","ABCO","42.5",28161,-48866,1450,"SA03","SL"
"PM293","","PSME","44.3",32864,-52586,1262,"SB01","SL"
"2583","","PIPO","45.5",32856,-52589,1263,"SB01","SL"
"2584","","PIPO","63",32873,-52590,1262,"SB01","SL"
"PM294","","PSME","31.8",32877,-52590,1262,"SB01","SL"
"2585","","PIPO","43.8",32868,-52614,1265,"SB01","SL"
"PM292","","PSME","36.5",32862,-52607,1265,"SB01","SL"
"PM290","","PSME","38",32882,-52608,1264,"SB01","SL"
"2587","","PIPO","46",32881,-52599,1263,"SB01","SL"
"PM285","","PSME","60",32887,-52645,1269,"SB01","SL"
"2588","","PIPO","58.7",32872,-52642,1269,"SB01","SL"
"2590","","PSME","37.3",32925,-52594,1260,"SB01","SL"
"2524","","PIPO","81.1",33189,-52969,1277,"RS10","SL"
"2526","","PIPO","69",33194,-52965,1277,"RS10","SL"
"2531","","PIPO","105",33166,-52983,1281,"RS10","SL"
"2533","","PSME","76.3",33176,-52966,1279,"RS10","SL"
"2534","","PIPO","116.2",33193,-53000,1279,"RS10","SL"
"2539","","ABCO","89",33220,-53033,1281,"RS10","SL"
"2540","","PSME","35.5",33221,-53024,1280,"RS10","SL"
"2541","","PSME","39.9",33177,-52974,1279,"RS10","SL"
"2561","","PSME","47.5",28502,-52321,1199,"RT02","SL"
"2562","","ABCO","43.8",28503,-52314,1196,"RT02","SL"
"2565","","PSME","51",28503,-52343,1209,"RT02","SL"
"2568","","ABCO","38.4",28493,-52318,1198,"RT02","SL"
"2571","","PSME","107.7",28503,-52340,1207,"RT02","SL"
"2576","","ABCO","42",28479,-52301,1193,"RT02","SL"
"PM41","","PSME","",30023,-33416,1199,"TEDDY","SL"
"PM44","","PSME","",30042,-33436,1203,"TEDDY","SL"
"PM47","","","",30048,-33464,1207,"TEDDY","SL"
"PM48","","","",30042,-33465,1207,"TEDDY","SL"
"PM101","","","",30044,-33433,1203,"TEDDY","SL"
"1381","","PSME","120.5",-49118,130839,1675,"ZA03","NH"
"1392","","PIPO","58.9",-49172,130853,1689,"ZA03","NH"
"1393","","PSME","54.4",-49171,130867,1694,"ZA03","NH"
"1395","","PIPO","68.6",-49115,130868,1682,"ZA03","NH"
"1396","","PIPO","81.3",-49119,130860,1681,"ZA03","NH"
"1316","","PSME","41",-52827,113478,1073,"ZA22","NL"
"1320","","PSME","44.6",-52822,113483,1075,"ZA22","NL"
"1321","","PSME","28",-52806,113483,1074,"ZA22","NL"
"1324","","PSME","20-40",-52799,113481,1073,"ZA22","NL"
"1325","","PSME","65.3",-54397,115457,1348,"ZA24","NH"
"1328","","PSME","31.3",-54409,115468,1343,"ZA24","NH"
"1330","","ABCO","33",-54412,115454,1347,"ZA24","NH"
"1334","","PSME","80.6",-54392,115428,1359,"ZA24","NH"
"1336","","ABCO","34.4",-54431,115476,1340,"ZA24","NH"
"1301","","PIPO","61",-61854,111693,715,"SSA15","NL"
"1302","","PSME","13",-61848,111700,712,"SSA15","NL"
"1306","","PIPO","30.8",-61794,111665,737,"SSA15","NL"
"1312","","PSME","48.8",-61779,111725,720,"SSA15","NL"
"1313","","PIPO","116.8",-61769,111757,701,"SSA15","NL"
"1314","","PSME","120.5",-61837,111692,717,"SSA15","NL"
"1337","","PSME","65.7",-53807,115834,1329,"SS15","NH"
"1338","","PIPO","27",-53834,115827,1330,"SS15","NH"
"1339","","PSME","30.5",-53834,115828,1330,"SS15","NH"
"1341","","PIPO","49.8",-53854,115836,1335,"SS15","NH"
"1342","","PSME","39.2",-53859,115842,1337,"SS15","NH"
"1343","","PIPO","29.5",-53854,115835,1334,"SS15","NH"
"1345","","PIPO","54.8",-53832,115850,1337,"SS15","NH"
"1346","","PSME","32.7",-53828,115854,1338,"SS15","NH"
"1344","","PIPO","51.2",-53875,115852,1342,"SS15","NH"
"1347","","ABCO","52.8",-45786,121747,1820,"ZA09","NH"
"1351","","ABCO","36.4",-45821,121744,1812,"ZA09","NH"
"1352","","ABCO","46.4",-45822,121740,1812,"ZA09","NH"
"1353","","PSME","74.5",-45809,121788,1806,"ZA09","NH"
"1354","","ABCO","59",-45804,121783,1808,"ZA09","NH"
"1356","","PSME","29.5",-45816,121765,1809,"ZA09","NH"
"1371","","PSME","72.5",-43019,122458,1592,"A1","NH"
"1375","","ABCO","38.8",-42996,122445,1602,"A1","NH"
"1378","","PSME","63.5",-42998,122479,1591,"A1","NH"
"1380","","ABCO","50.6",-42967,122470,1600,"A1","NH"
"1379","","PSME","70.8",-42995,122479,1592,"A1","NH"
"1357","","PSME","52",-45341,121761,1772,"ZA10A-C","NH"
"1360","","PSME","45.5",-45391,121770,1783,"ZA10A-C","NH"
"1364","","PIPO","46",-45416,121744,1791,"ZA10A-C","NH"
"1368","","PIPO","65.5",-45434,121776,1796,"ZA10A-C","NH"
"1370","","PSME","44",-45442,121744,1796,"ZA10A-C","NH"
"4200","","PSME","39.8",-82036,106479,586,"ARE1","NL"
"4203","","PSME","49.1",-82041,106476,587,"ARE1","NL"
"4205","","PSME","51.2",-82045,106468,587,"ARE1","NL"
"4206","","PSME","36.5",-82031,106467,583,"ARE1","NL"
"4207","","PSME","76.9",-82142,106292,593,"ARE1","NL"
"4211","","PSME","70.8",-82137,106287,592,"ARE1","NL"
"4216","","PSME","32.2",-82141,106311,594,"ARE1","NL"
"4015","","PSME ","33",-88276,100299,390,"HEN1","NL"
"4018","","PSME","27.1",-88272,100303,389,"HEN1","NL"
"4019","","PSME","70",-88227,100323,380,"HEN1","NL"
"4033","","PIPO","58.9",-88287,100319,382,"HEN1","NL"
"4034","","PISA","42.8",-88271,100321,382,"HEN1","NL"
"4000","","PSME","83.5",-89486,102252,250,"LLC1","NL"
"4009","","PIPO","70.5",-89467,102292,233,"LLC1","NL"
"4011","","PSME","51.2",-89491,102291,238,"LLC1","NL"
"4012","","PISA","58.1",-89450,102291,228,"LLC1","NL"
"4014","","PISA","84.3",-89486,102252,250,"LLC1","NL"
"PM13","","PSME","37.8",9828,-23101,1368,"HARDIN","SL"
"PM18","","PSME","23",9855,-23106,1366,"HARDIN","SL"
"PM19","","PSME","21.9",9863,-23107,1365,"HARDIN","SL"
"PM20","","PSME","32.4",9862,-23095,1366,"HARDIN","SL"
"PM21","","PSME","28.4",9862,-23092,1367,"HARDIN","SL"
"PM22","","PSME","60.8",9867,-23091,1366,"HARDIN","SL"
"PM23","","PSME","36.2",9861,-23087,1367,"HARDIN","SL"
"PM24","","PSME","47.8",9878,-23093,1364,"HARDIN","SL"
"PM25","","PSME","41.2",9894,-23084,1362,"HARDIN","SL"
"PM26","","PSME","71.3",9895,-23089,1361,"HARDIN","SL"
"AC2","","ABCO","28.3",9840,-23026,1369,"HARDIN","SL"
"PM27","","PSME","34.8",9885,-23075,1364,"HARDIN","SL"
"PM39","","PSME","32.4",9879,-23062,1366,"HARDIN","SL"
"PM40","","PSME","42.3",9874,-23064,1366,"HARDIN","SL"
"PM28","","PSME","15.8",1459,-20992,1097,"LESTAN","SL"
"PM29","","PSME","77.8",1451,-20950,1090,"LESTAN","SL"
"PM30","","PSME","29",1442,-21022,1101,"LESTAN","SL"
"PM31","","PSME","41.1",1429,-21051,1108,"LESTAN","SL"
"PM32","","PSME","41.7",1420,-21064,1110,"LESTAN","SL"
"PM33","","PSME","33.2",1412,-21068,1108,"LESTAN","SL"
"PM34","","PSME","32.2",1410,-21067,1107,"LESTAN","SL"
"1164","","PSME","37.1",-42981,122488,1591,"A1","NH"
"1163","","PSME","44",-42980,122480,1594,"A1","NH"
"1171","","PSME","33.9",-42977,122492,1590,"A1","NH"
"1170","","PSME","38.9",-42989,122498,1586,"A1","NH"
"1169","","PSME","54.3",-45751,121742,1826,"ZA09.unburned","NH"
"1168","","PSME","58.8",-45745,121732,1828,"ZA09.unburned","NH"
"1167","","PSME","47.7",-45753,121701,1830,"ZA09.unburned","NH"
"1166","","PSME","28.6",-45768,121710,1827,"ZA09.unburned","NH"
"1165","","PSME","36.5",-45772,121735,1824,"ZA09.unburned","NH"
"1335D","","PSME","",-54397,115457,1348,"ZA24.dense","NH"
"1328D","","PSME","",-54397,115457,1348,"ZA24.dense","NH"
"1325D","","PSME","",-54397,115457,1348,"ZA24.dense","NH"
"1329D","","PSME","",-54397,115457,1348,"ZA24.dense","NH"
"1172","","PSME","40.2",-54418,115490,1336,"ZA24.thin","NH"
"1173","","PSME","32.6",-54431,115493,1334,"ZA24.thin","NH"
"1174","","PSME","37.4",-54443,115489,1335,"ZA24.thin","NH"
"1175","","PSME","42.5",-54440,115490,1335,"ZA24.thin","NH"
"1180","","PSME","50.2",-45772,121735,1824,"ZA09.unburned","NH"
"1182","","PSME","29",-42974,122494,1590,"A1","NH"
"1183","","PSME","44.1",-42960,122496,1590,"A1","NH"
"8000","","PSME","76.9",-88284,100343,370,"HEN1","NL"
"8001","","PSME","60",-88286,100331,377,"HEN1","NL"
"8003","","PSME","52",-89467,102273,239,"LLC","NL"
"8004","","PSME","39.1",-89453,102288,230,"LLC","NL"
"8005","","PSME","42.2",-89451,102255,242,"LLC","NL"
"8006","","PSME","42.9",-89454,102247,246,"LLC","NL"
"8007","","PSME","42.2",-89432,102255,238,"LLC","NL"
"8008","","PSME","34.8",-89505,102252,253,"LLC","NL"
"8009","","PSME","35.2",-83869,105096,425,"ULC1","NL"
"8010","","PSME","37.7",-83854,105080,430,"ULC1","NL"
"8011","","PSME","45.1",-83924,105136,423,"ULC1","NL"
"8012","","PSME","55.8",-83895,105134,417,"ULC1","NL"
"8013","","PSME","52.1",-83916,105142,419,"ULC1","NL"
"8014","","PSME","53.8",-83891,105147,413,"ULC1","NL"
"1176D","","PSME","41.2",-54435,115453,1346,"ZA24.dense","NH"
"1177D","","PSME","31",-54450,115443,1346,"ZA24.dense","NH"
"1178D","","PSME","43.2",-54465,115466,1339,"ZA24.dense","NH"
"1179D","","PSME","26.2",-54439,115474,1340,"ZA24.dense","NH"
"1098","PM21","PSME","29.3",9862,-23092,1367,"HARDIN","SL"
"1443","PM23","PSME","37.3",9861,-23087,1367,"HARDIN","SL"
"1106","PM24","PSME","49.9",9878,-23093,1364,"HARDIN","SL"
"1107","PM26","PSME","72.4",9895,-23089,1361,"HARDIN","SL"
"1399","PM40","PSME","43.5",9874,-23064,1366,"HARDIN","SL"
